CERTI,FROM CTS,TO CTS,COLOR,CLARITY,FLR,%
GIA,1.8,1.89,F,VVS1,NON,38
GIA,1.8,1.89,F,VVS2,NON,38
GIA,1.8,1.89,F,VS1,NON,36
GIA,1.8,1.89,F,VS2,NON,36
GIA,1.8,1.89,F,SI1,NON,42
GIA,1.8,1.89,F,SI2,NON,42
GIA,1.8,1.89,G,IF,NON,42
GIA,1.8,1.89,G,VVS1,NON,38
GIA,1.8,1.89,G,VVS2,NON,38
GIA,1.8,1.89,G,VS1,NON,36
GIA,1.8,1.89,G,VS2,NON,36
GIA,1.8,1.89,G,SI1,NON,42
GIA,1.8,1.89,G,SI2,NON,42
GIA,1.8,1.89,H,IF,NON,42
GIA,1.8,1.89,H,VVS1,NON,38
GIA,1.8,1.89,H,VVS2,NON,38
GIA,1.8,1.89,H,VS1,NON,36
GIA,1.8,1.89,H,VS2,NON,36
GIA,1.8,1.89,H,SI1,NON,42
GIA,1.8,1.89,H,SI2,NON,42
GIA,1.8,1.89,I,IF,NON,42
GIA,1.8,1.89,I,VVS1,NON,38
GIA,1.8,1.89,I,VVS2,NON,38
GIA,1.8,1.89,I,VS1,NON,36
GIA,1.8,1.89,I,VS2,NON,36
GIA,1.8,1.89,I,SI1,NON,42
GIA,1.8,1.89,I,SI2,NON,42
GIA,1.8,1.89,J,IF,NON,42
GIA,1.8,1.89,J,VVS1,NON,38
GIA,1.8,1.89,J,VVS2,NON,38
GIA,1.8,1.89,J,VS1,NON,36
GIA,1.8,1.89,J,VS2,NON,36
GIA,1.8,1.89,J,SI1,NON,42
GIA,1.8,1.89,J,SI2,NON,42
GIA,1.9,1.99,D,IF,NON,30
GIA,1.9,1.99,D,VVS1,NON,30
GIA,1.9,1.99,D,VVS2,NON,30
GIA,1.9,1.99,D,VS1,NON,28
GIA,1.9,1.99,D,VS2,NON,28
GIA,1.9,1.99,D,SI1,NON,36
GIA,1.9,1.99,D,SI2,NON,36
GIA,1.9,1.99,E,IF,NON,30
GIA,1.9,1.99,E,VVS1,NON,30
GIA,1.9,1.99,E,VVS2,NON,30
GIA,1.9,1.99,E,VS1,NON,28
GIA,1.9,1.99,E,VS2,NON,28
GIA,1.9,1.99,E,SI1,NON,36
GIA,1.9,1.99,E,SI2,NON,36
GIA,1.9,1.99,F,IF,NON,30
GIA,1.9,1.99,F,VVS1,NON,30
GIA,1.9,1.99,F,VVS2,NON,30
GIA,1.9,1.99,F,VS1,NON,28
GIA,1.9,1.99,F,VS2,NON,28
GIA,1.9,1.99,F,SI1,NON,36
GIA,1.9,1.99,F,SI2,NON,36
GIA,1.9,1.99,G,IF,NON,30
GIA,1.9,1.99,G,VVS1,NON,30
GIA,1.9,1.99,G,VVS2,NON,30
GIA,1.9,1.99,G,VS1,NON,28
GIA,1.9,1.99,G,VS2,NON,28
GIA,1.9,1.99,G,SI1,NON,36
GIA,1.9,1.99,G,SI2,NON,36
GIA,1.9,1.99,H,IF,NON,30
GIA,1.9,1.99,H,VVS1,NON,30
GIA,1.9,1.99,H,VVS2,NON,30
GIA,1.9,1.99,H,VS1,NON,28
GIA,1.9,1.99,H,VS2,NON,28
GIA,1.9,1.99,H,SI1,NON,36
GIA,1.9,1.99,H,SI2,NON,36
GIA,1.9,1.99,I,IF,NON,30
GIA,1.9,1.99,I,VVS1,NON,30
GIA,1.9,1.99,I,VVS2,NON,30
GIA,1.9,1.99,I,VS1,NON,28
GIA,1.9,1.99,I,VS2,NON,28
GIA,1.9,1.99,I,SI1,NON,36
GIA,1.9,1.99,I,SI2,NON,36
GIA,1.9,1.99,J,IF,NON,30
GIA,1.9,1.99,J,VVS1,NON,30
GIA,1.9,1.99,J,VVS2,NON,30
GIA,1.9,1.99,J,VS1,NON,28
GIA,1.9,1.99,J,VS2,NON,28
GIA,1.9,1.99,J,SI1,NON,36
GIA,1.9,1.99,J,SI2,NON,36
GIA,2,2.39,D,IF,NON,50
GIA,2,2.39,D,VVS1,NON,47
GIA,2,2.39,D,VVS2,NON,47
GIA,2,2.39,D,VS1,NON,46
GIA,2,2.39,D,VS2,NON,46
GIA,2,2.39,D,SI1,NON,48
GIA,2,2.39,D,SI2,NON,48
GIA,2,2.39,E,IF,NON,50
GIA,2,2.39,E,VVS1,NON,47
GIA,2,2.39,E,VVS2,NON,47
GIA,2,2.39,E,VS1,NON,46
GIA,2,2.39,E,VS2,NON,46
GIA,2,2.39,E,SI1,NON,48
GIA,2,2.39,E,SI2,NON,48
GIA,2,2.39,F,IF,NON,50
GIA,2,2.39,F,VVS1,NON,47
GIA,2,2.39,F,VVS2,NON,47
GIA,2,2.39,F,VS1,NON,46
GIA,2,2.39,F,VS2,NON,46
GIA,2,2.39,F,SI1,NON,48
GIA,2,2.39,F,SI2,NON,48
GIA,2,2.39,G,IF,NON,50
GIA,2,2.39,G,VVS1,NON,47
GIA,2,2.39,G,VVS2,NON,47
GIA,2,2.39,G,VS1,NON,46
GIA,2,2.39,G,VS2,NON,46
GIA,2,2.39,G,SI1,NON,48
GIA,2,2.39,G,SI2,NON,48
GIA,2,2.39,H,IF,NON,50
GIA,2,2.39,H,VVS1,NON,47
GIA,2,2.39,H,VVS2,NON,47
GIA,2,2.39,H,VS1,NON,46
GIA,2,2.39,H,VS2,NON,46
GIA,2,2.39,H,SI1,NON,48
GIA,2,2.39,H,SI2,NON,48
GIA,2,2.39,I,IF,NON,50
GIA,2,2.39,I,VVS1,NON,47
GIA,2,2.39,I,VVS2,NON,47
GIA,2,2.39,I,VS1,NON,46
GIA,2,2.39,I,VS2,NON,46
GIA,2,2.39,I,SI1,NON,48
GIA,2,2.39,I,SI2,NON,48
GIA,2,2.39,J,IF,NON,50
GIA,2,2.39,J,VVS1,NON,47
GIA,2,2.39,J,VVS2,NON,47
GIA,2,2.39,J,VS1,NON,46
GIA,2,2.39,J,VS2,NON,46
GIA,2,2.39,J,SI1,NON,48
GIA,2,2.39,J,SI2,NON,48
GIA,2.4,2.49,D,IF,NON,48
GIA,2.4,2.49,D,VVS1,NON,45
GIA,2.4,2.49,D,VVS2,NON,45
GIA,2.4,2.49,D,VS1,NON,44
GIA,2.4,2.49,D,VS2,NON,44
GIA,2.4,2.49,D,SI1,NON,46
GIA,2.4,2.49,D,SI2,NON,46
GIA,2.4,2.49,E,IF,NON,48
GIA,2.4,2.49,E,VVS1,NON,45
GIA,2.4,2.49,E,VVS2,NON,45
GIA,2.4,2.49,E,VS1,NON,44
GIA,2.4,2.49,E,VS2,NON,44
GIA,2.4,2.49,E,SI1,NON,46
GIA,2.4,2.49,E,SI2,NON,46
GIA,2.4,2.49,F,IF,NON,48
GIA,2.4,2.49,F,VVS1,NON,45
GIA,2.4,2.49,F,VVS2,NON,45
GIA,2.4,2.49,F,VS1,NON,44
GIA,2.4,2.49,F,VS2,NON,44
GIA,2.4,2.49,F,SI1,NON,46
GIA,2.4,2.49,F,SI2,NON,46
GIA,2.4,2.49,G,IF,NON,48
GIA,2.4,2.49,G,VVS1,NON,45
GIA,2.4,2.49,G,VVS2,NON,45
GIA,2.4,2.49,G,VS1,NON,44
GIA,2.4,2.49,G,VS2,NON,44
GIA,2.4,2.49,G,SI1,NON,46
GIA,2.4,2.49,G,SI2,NON,46
GIA,2.4,2.49,H,IF,NON,48
GIA,2.4,2.49,H,VVS1,NON,45
GIA,2.4,2.49,H,VVS2,NON,45
GIA,2.4,2.49,H,VS1,NON,44
GIA,2.4,2.49,H,VS2,NON,44
GIA,2.4,2.49,H,SI1,NON,46
GIA,2.4,2.49,H,SI2,NON,46
GIA,2.4,2.49,I,IF,NON,48
GIA,2.4,2.49,I,VVS1,NON,45
GIA,2.4,2.49,I,VVS2,NON,45
GIA,2.4,2.49,I,VS1,NON,44
GIA,2.4,2.49,I,VS2,NON,44
GIA,2.4,2.49,I,SI1,NON,46
GIA,2.4,2.49,I,SI2,NON,46
GIA,2.4,2.49,J,IF,NON,48
GIA,2.4,2.49,J,VVS1,NON,45
GIA,2.4,2.49,J,VVS2,NON,45
GIA,2.4,2.49,J,VS1,NON,44
GIA,2.4,2.49,J,VS2,NON,44
GIA,2.4,2.49,J,SI1,NON,46
GIA,2.4,2.49,J,SI2,NON,46
GIA,2.5,2.69,D,IF,NON,38
GIA,2.5,2.69,D,VVS1,NON,35
GIA,2.5,2.69,D,VVS2,NON,35
GIA,2.5,2.69,D,VS1,NON,33
GIA,2.5,2.69,D,VS2,NON,33
GIA,2.5,2.69,D,SI1,NON,38
GIA,2.5,2.69,D,SI2,NON,38
GIA,2.5,2.69,E,IF,NON,38
GIA,2.5,2.69,E,VVS1,NON,35
GIA,2.5,2.69,E,VVS2,NON,35
GIA,2.5,2.69,E,VS1,NON,33
GIA,2.5,2.69,E,VS2,NON,33
GIA,2.5,2.69,E,SI1,NON,38
GIA,2.5,2.69,E,SI2,NON,38
GIA,2.5,2.69,F,IF,NON,38
GIA,2.5,2.69,F,VVS1,NON,35
GIA,2.5,2.69,F,VVS2,NON,35
GIA,2.5,2.69,F,VS1,NON,33
GIA,2.5,2.69,F,VS2,NON,33
GIA,2.5,2.69,F,SI1,NON,38
GIA,2.5,2.69,F,SI2,NON,38
GIA,2.5,2.69,G,IF,NON,38
GIA,2.5,2.69,G,VVS1,NON,35
GIA,2.5,2.69,G,VVS2,NON,35
GIA,2.5,2.69,G,VS1,NON,33
GIA,2.5,2.69,G,VS2,NON,33
GIA,2.5,2.69,G,SI1,NON,38
GIA,2.5,2.69,G,SI2,NON,38
GIA,2.5,2.69,H,IF,NON,38
GIA,2.5,2.69,H,VVS1,NON,35
GIA,2.5,2.69,H,VVS2,NON,35
GIA,2.5,2.69,H,VS1,NON,33
GIA,2.5,2.69,H,VS2,NON,33
GIA,2.5,2.69,H,SI1,NON,38
GIA,2.5,2.69,H,SI2,NON,38
GIA,2.5,2.69,I,IF,NON,38
GIA,2.5,2.69,I,VVS1,NON,35
GIA,2.5,2.69,I,VVS2,NON,35
GIA,2.5,2.69,I,VS1,NON,33
GIA,2.5,2.69,I,VS2,NON,33
GIA,2.5,2.69,I,SI1,NON,38
GIA,2.5,2.69,I,SI2,NON,38
GIA,2.5,2.69,J,IF,NON,38
GIA,2.5,2.69,J,VVS1,NON,35
GIA,2.5,2.69,J,VVS2,NON,35
GIA,2.5,2.69,J,VS1,NON,33
GIA,2.5,2.69,J,VS2,NON,33
GIA,2.5,2.69,J,SI1,NON,38
GIA,2.5,2.69,J,SI2,NON,38
GIA,2.7,2.79,D,IF,NON,33
GIA,2.7,2.79,D,VVS1,NON,32
GIA,2.7,2.79,D,VVS2,NON,32
GIA,2.7,2.79,D,VS1,NON,32
GIA,2.7,2.79,D,VS2,NON,32
GIA,2.7,2.79,D,SI1,NON,36
GIA,2.7,2.79,D,SI2,NON,36
GIA,2.7,2.79,E,IF,NON,33
GIA,2.7,2.79,E,VVS1,NON,32
GIA,2.7,2.79,E,VVS2,NON,32
GIA,2.7,2.79,E,VS1,NON,32
GIA,2.7,2.79,E,VS2,NON,32
GIA,2.7,2.79,E,SI1,NON,36
GIA,2.7,2.79,E,SI2,NON,36
GIA,2.7,2.79,F,IF,NON,31
GIA,2.7,2.79,F,VVS1,NON,32
GIA,2.7,2.79,F,VVS2,NON,32
GIA,2.7,2.79,F,VS1,NON,32
GIA,2.7,2.79,F,VS2,NON,32
GIA,2.7,2.79,F,SI1,NON,36
GIA,2.7,2.79,F,SI2,NON,36
GIA,2.7,2.79,G,IF,NON,31
GIA,2.7,2.79,G,VVS1,NON,32
GIA,2.7,2.79,G,VVS2,NON,32
GIA,2.7,2.79,G,VS1,NON,32
GIA,2.7,2.79,G,VS2,NON,32
GIA,2.7,2.79,G,SI1,NON,36
GIA,2.7,2.79,G,SI2,NON,36
GIA,2.7,2.79,H,IF,NON,31
GIA,2.7,2.79,H,VVS1,NON,32
GIA,2.7,2.79,H,VVS2,NON,32
GIA,2.7,2.79,H,VS1,NON,32
GIA,2.7,2.79,H,VS2,NON,32
GIA,2.7,2.79,H,SI1,NON,36
GIA,2.7,2.79,H,SI2,NON,36
GIA,2.7,2.79,I,IF,NON,31
GIA,2.7,2.79,I,VVS1,NON,32
GIA,2.7,2.79,I,VVS2,NON,32
GIA,2.7,2.79,I,VS1,NON,32
GIA,2.7,2.79,I,VS2,NON,32
GIA,2.7,2.79,I,SI1,NON,36
GIA,2.7,2.79,I,SI2,NON,36
GIA,2.7,2.79,J,IF,NON,31
GIA,2.7,2.79,J,VVS1,NON,32
GIA,2.7,2.79,J,VVS2,NON,32
GIA,2.7,2.79,J,VS1,NON,32
GIA,2.7,2.79,J,VS2,NON,32
GIA,2.7,2.79,J,SI1,NON,36
GIA,2.7,2.79,J,SI2,NON,36
GIA,2.8,2.89,D,IF,NON,30
GIA,2.8,2.89,D,VVS1,NON,29
GIA,2.8,2.89,D,VVS2,NON,29
GIA,2.8,2.89,D,VS1,NON,29
GIA,2.8,2.89,D,VS2,NON,29
GIA,2.8,2.89,D,SI1,NON,34
GIA,2.8,2.89,D,SI2,NON,34
GIA,2.8,2.89,E,IF,NON,30
GIA,2.8,2.89,E,VVS1,NON,29
GIA,2.8,2.89,E,VVS2,NON,29
GIA,2.8,2.89,E,VS1,NON,29
GIA,2.8,2.89,E,VS2,NON,29
GIA,2.8,2.89,E,SI1,NON,34
GIA,2.8,2.89,E,SI2,NON,34
GIA,2.8,2.89,F,IF,NON,28
GIA,2.8,2.89,F,VVS1,NON,29
GIA,2.8,2.89,F,VVS2,NON,29
GIA,2.8,2.89,F,VS1,NON,29
GIA,2.8,2.89,F,VS2,NON,29
GIA,2.8,2.89,F,SI1,NON,34
GIA,2.8,2.89,F,SI2,NON,34
GIA,2.8,2.89,G,IF,NON,28
GIA,2.8,2.89,G,VVS1,NON,29
GIA,2.8,2.89,G,VVS2,NON,29
GIA,2.8,2.89,G,VS1,NON,29
GIA,2.8,2.89,G,VS2,NON,29
GIA,2.8,2.89,G,SI1,NON,34
GIA,2.8,2.89,G,SI2,NON,34
GIA,2.8,2.89,H,IF,NON,28
GIA,2.8,2.89,H,VVS1,NON,29
GIA,2.8,2.89,H,VVS2,NON,29
GIA,2.8,2.89,H,VS1,NON,29
GIA,2.8,2.89,H,VS2,NON,29
GIA,2.8,2.89,H,SI1,NON,34
GIA,2.8,2.89,H,SI2,NON,34
GIA,2.8,2.89,I,IF,NON,28
GIA,2.8,2.89,I,VVS1,NON,29
GIA,2.8,2.89,I,VVS2,NON,29
GIA,2.8,2.89,I,VS1,NON,29
GIA,2.8,2.89,I,VS2,NON,29
GIA,2.8,2.89,I,SI1,NON,34
GIA,2.8,2.89,I,SI2,NON,34
GIA,2.8,2.89,J,IF,NON,28
GIA,2.8,2.89,J,VVS1,NON,29
GIA,2.8,2.89,J,VVS2,NON,29
GIA,2.8,2.89,J,VS1,NON,29
GIA,2.8,2.89,J,VS2,NON,29
GIA,2.8,2.89,J,SI1,NON,34
GIA,2.8,2.89,J,SI2,NON,34
GIA,2.9,2.99,D,IF,NON,28
GIA,2.9,2.99,D,VVS1,NON,27
GIA,2.9,2.99,D,VVS2,NON,27
GIA,2.9,2.99,D,VS1,NON,27
GIA,2.9,2.99,D,VS2,NON,27
GIA,2.9,2.99,D,SI1,NON,32
GIA,2.9,2.99,D,SI2,NON,32
GIA,2.9,2.99,E,IF,NON,28
GIA,2.9,2.99,E,VVS1,NON,27
GIA,2.9,2.99,E,VVS2,NON,27
GIA,2.9,2.99,E,VS1,NON,27
GIA,2.9,2.99,E,VS2,NON,27
GIA,2.9,2.99,E,SI1,NON,32
GIA,2.9,2.99,E,SI2,NON,32
GIA,2.9,2.99,F,IF,NON,26
GIA,2.9,2.99,F,VVS1,NON,27
GIA,2.9,2.99,F,VVS2,NON,27
GIA,2.9,2.99,F,VS1,NON,27
GIA,2.9,2.99,F,VS2,NON,27
GIA,2.9,2.99,F,SI1,NON,32
GIA,2.9,2.99,F,SI2,NON,32
GIA,2.9,2.99,G,IF,NON,26
GIA,2.9,2.99,G,VVS1,NON,27
GIA,2.9,2.99,G,VVS2,NON,27
GIA,2.9,2.99,G,VS1,NON,27
GIA,2.9,2.99,G,VS2,NON,27
GIA,2.9,2.99,G,SI1,NON,32
GIA,2.9,2.99,G,SI2,NON,32
GIA,2.9,2.99,H,IF,NON,26
GIA,2.9,2.99,H,VVS1,NON,27
GIA,2.9,2.99,H,VVS2,NON,27
GIA,2.9,2.99,H,VS1,NON,27
GIA,2.9,2.99,H,VS2,NON,27
GIA,2.9,2.99,H,SI1,NON,32
GIA,2.9,2.99,H,SI2,NON,32
GIA,2.9,2.99,I,IF,NON,26
GIA,2.9,2.99,I,VVS1,NON,27
GIA,2.9,2.99,I,VVS2,NON,27
GIA,2.9,2.99,I,VS1,NON,27
GIA,2.9,2.99,I,VS2,NON,27
GIA,2.9,2.99,I,SI1,NON,32
GIA,2.9,2.99,I,SI2,NON,32
GIA,2.9,2.99,J,IF,NON,26
GIA,2.9,2.99,J,VVS1,NON,27
GIA,2.9,2.99,J,VVS2,NON,27
GIA,2.9,2.99,J,VS1,NON,27
GIA,2.9,2.99,J,VS2,NON,27
GIA,2.9,2.99,J,SI1,NON,32
GIA,2.9,2.99,J,SI2,NON,32
GIA,3,3.29,D,IF,NON,51
GIA,3,3.29,D,VVS1,NON,50
GIA,3,3.29,D,VVS2,NON,50
GIA,3,3.29,D,VS1,NON,48
GIA,3,3.29,D,VS2,NON,48
GIA,3,3.29,D,SI1,NON,48
GIA,3,3.29,D,SI2,NON,48
GIA,3,3.29,E,IF,NON,51
GIA,3,3.29,E,VVS1,NON,50
GIA,3,3.29,E,VVS2,NON,50
GIA,3,3.29,E,VS1,NON,48
GIA,3,3.29,E,VS2,NON,48
GIA,3,3.29,E,SI1,NON,48
GIA,3,3.29,E,SI2,NON,48
GIA,3,3.29,F,IF,NON,51
GIA,3,3.29,F,VVS1,NON,49
GIA,3,3.29,F,VVS2,NON,49
GIA,3,3.29,F,VS1,NON,48
GIA,3,3.29,F,VS2,NON,48
GIA,3,3.29,F,SI1,NON,48
GIA,3,3.29,F,SI2,NON,48
GIA,3,3.29,G,IF,NON,49
GIA,3,3.29,G,VVS1,NON,47
GIA,3,3.29,G,VVS2,NON,47
GIA,3,3.29,G,VS1,NON,47
GIA,3,3.29,G,VS2,NON,47
GIA,3,3.29,G,SI1,NON,48
GIA,3,3.29,G,SI2,NON,48
GIA,3,3.29,H,IF,NON,49
GIA,3,3.29,H,VVS1,NON,47
GIA,3,3.29,H,VVS2,NON,47
GIA,3,3.29,H,VS1,NON,47
GIA,3,3.29,H,VS2,NON,47
GIA,3,3.29,H,SI1,NON,48
GIA,3,3.29,H,SI2,NON,48
GIA,3,3.29,I,IF,NON,48
GIA,3,3.29,I,VVS1,NON,47
GIA,3,3.29,I,VVS2,NON,47
GIA,3,3.29,I,VS1,NON,47
GIA,3,3.29,I,VS2,NON,47
GIA,3,3.29,I,SI1,NON,48
GIA,3,3.29,I,SI2,NON,48
GIA,3,3.29,J,IF,NON,48
GIA,3,3.29,J,VVS1,NON,47
GIA,3,3.29,J,VVS2,NON,47
GIA,3,3.29,J,VS1,NON,47
GIA,3,3.29,J,VS2,NON,47
GIA,3,3.29,J,SI1,NON,48
GIA,3,3.29,J,SI2,NON,48
GIA,3.3,3.49,D,IF,NON,51
GIA,3.3,3.49,D,VVS1,NON,50
GIA,3.3,3.49,D,VVS2,NON,50
GIA,3.3,3.49,D,VS1,NON,48
GIA,3.3,3.49,D,VS2,NON,48
GIA,3.3,3.49,D,SI1,NON,48
GIA,3.3,3.49,D,SI2,NON,48
GIA,3.3,3.49,E,IF,NON,51
GIA,3.3,3.49,E,VVS1,NON,50
GIA,3.3,3.49,E,VVS2,NON,50
GIA,3.3,3.49,E,VS1,NON,48
GIA,3.3,3.49,E,VS2,NON,48
GIA,3.3,3.49,E,SI1,NON,48
GIA,3.3,3.49,E,SI2,NON,48
GIA,3.3,3.49,F,IF,NON,51
GIA,3.3,3.49,F,VVS1,NON,49
GIA,3.3,3.49,F,VVS2,NON,49
GIA,3.3,3.49,F,VS1,NON,48
GIA,3.3,3.49,F,VS2,NON,48
GIA,3.3,3.49,F,SI1,NON,48
GIA,3.3,3.49,F,SI2,NON,48
GIA,3.3,3.49,G,IF,NON,49
GIA,3.3,3.49,G,VVS1,NON,47
GIA,3.3,3.49,G,VVS2,NON,47
GIA,3.3,3.49,G,VS1,NON,47
GIA,3.3,3.49,G,VS2,NON,47
GIA,3.3,3.49,G,SI1,NON,48
GIA,3.3,3.49,G,SI2,NON,48
GIA,3.3,3.49,H,IF,NON,49
GIA,3.3,3.49,H,VVS1,NON,47
GIA,3.3,3.49,H,VVS2,NON,47
GIA,3.3,3.49,H,VS1,NON,47
GIA,3.3,3.49,H,VS2,NON,47
GIA,3.3,3.49,H,SI1,NON,48
GIA,3.3,3.49,H,SI2,NON,48
GIA,3.3,3.49,I,IF,NON,48
GIA,3.3,3.49,I,VVS1,NON,47
GIA,3.3,3.49,I,VVS2,NON,47
GIA,3.3,3.49,I,VS1,NON,47
GIA,3.3,3.49,I,VS2,NON,47
GIA,3.3,3.49,I,SI1,NON,48
GIA,3.3,3.49,I,SI2,NON,48
GIA,3.3,3.49,J,IF,NON,48
GIA,3.3,3.49,J,VVS1,NON,47
GIA,3.3,3.49,J,VVS2,NON,47
GIA,3.3,3.49,J,VS1,NON,47
GIA,3.3,3.49,J,VS2,NON,47
GIA,3.3,3.49,J,SI1,NON,48
GIA,3.3,3.49,J,SI2,NON,48
GIA,3.5,3.69,D,IF,NON,50
GIA,3.5,3.69,D,VVS1,NON,49
GIA,3.5,3.69,D,VVS2,NON,49
GIA,3.5,3.69,D,VS1,NON,46
GIA,3.5,3.69,D,VS2,NON,46
GIA,3.5,3.69,D,SI1,NON,44
GIA,3.5,3.69,D,SI2,NON,44
GIA,3.5,3.69,E,IF,NON,50
GIA,3.5,3.69,E,VVS1,NON,49
GIA,3.5,3.69,E,VVS2,NON,49
GIA,3.5,3.69,E,VS1,NON,46
GIA,3.5,3.69,E,VS2,NON,46
GIA,3.5,3.69,E,SI1,NON,44
GIA,3.5,3.69,E,SI2,NON,44
GIA,3.5,3.69,F,IF,NON,50
GIA,3.5,3.69,F,VVS1,NON,48
GIA,3.5,3.69,F,VVS2,NON,48
GIA,3.5,3.69,F,VS1,NON,46
GIA,3.5,3.69,F,VS2,NON,46
GIA,3.5,3.69,F,SI1,NON,44
GIA,3.5,3.69,F,SI2,NON,44
GIA,3.5,3.69,G,IF,NON,45
GIA,3.5,3.69,G,VVS1,NON,44
GIA,3.5,3.69,G,VVS2,NON,44
GIA,3.5,3.69,G,VS1,NON,43
GIA,3.5,3.69,G,VS2,NON,43
GIA,3.5,3.69,G,SI1,NON,44
GIA,3.5,3.69,G,SI2,NON,44
GIA,3.5,3.69,H,IF,NON,45
GIA,3.5,3.69,H,VVS1,NON,44
GIA,3.5,3.69,H,VVS2,NON,44
GIA,3.5,3.69,H,VS1,NON,43
GIA,3.5,3.69,H,VS2,NON,43
GIA,3.5,3.69,H,SI1,NON,44
GIA,3.5,3.69,H,SI2,NON,44
GIA,3.5,3.69,I,IF,NON,45
GIA,3.5,3.69,I,VVS1,NON,44
GIA,3.5,3.69,I,VVS2,NON,44
GIA,3.5,3.69,I,VS1,NON,43
GIA,3.5,3.69,I,VS2,NON,43
GIA,3.5,3.69,I,SI1,NON,44
GIA,3.5,3.69,I,SI2,NON,44
GIA,3.5,3.69,J,IF,NON,45
GIA,3.5,3.69,J,VVS1,NON,44
GIA,3.5,3.69,J,VVS2,NON,44
GIA,3.5,3.69,J,VS1,NON,43
GIA,3.5,3.69,J,VS2,NON,43
GIA,3.5,3.69,J,SI1,NON,44
GIA,3.5,3.69,J,SI2,NON,44
GIA,3.7,3.79,D,IF,NON,46
GIA,3.7,3.79,D,VVS1,NON,46
GIA,3.7,3.79,D,VVS2,NON,46
GIA,3.7,3.79,D,VS1,NON,43
GIA,3.7,3.79,D,VS2,NON,43
GIA,3.7,3.79,D,SI1,NON,40
GIA,3.7,3.79,D,SI2,NON,40
GIA,3.7,3.79,E,IF,NON,46
GIA,3.7,3.79,E,VVS1,NON,46
GIA,3.7,3.79,E,VVS2,NON,46
GIA,3.7,3.79,E,VS1,NON,43
GIA,3.7,3.79,E,VS2,NON,43
GIA,3.7,3.79,E,SI1,NON,40
GIA,3.7,3.79,E,SI2,NON,40
GIA,3.7,3.79,F,IF,NON,46
GIA,3.7,3.79,F,VVS1,NON,46
GIA,3.7,3.79,F,VVS2,NON,46
GIA,3.7,3.79,F,VS1,NON,43
GIA,3.7,3.79,F,VS2,NON,43
GIA,3.7,3.79,F,SI1,NON,40
GIA,3.7,3.79,F,SI2,NON,40
GIA,3.7,3.79,G,IF,NON,44
GIA,3.7,3.79,G,VVS1,NON,43
GIA,3.7,3.79,G,VVS2,NON,43
GIA,3.7,3.79,G,VS1,NON,42
GIA,3.7,3.79,G,VS2,NON,42
GIA,3.7,3.79,G,SI1,NON,40
GIA,3.7,3.79,G,SI2,NON,40
GIA,3.7,3.79,H,IF,NON,44
GIA,3.7,3.79,H,VVS1,NON,43
GIA,3.7,3.79,H,VVS2,NON,43
GIA,3.7,3.79,H,VS1,NON,42
GIA,3.7,3.79,H,VS2,NON,42
GIA,3.7,3.79,H,SI1,NON,40
GIA,3.7,3.79,H,SI2,NON,40
GIA,3.7,3.79,I,IF,NON,44
GIA,3.7,3.79,I,VVS1,NON,43
GIA,3.7,3.79,I,VVS2,NON,43
GIA,3.7,3.79,I,VS1,NON,42
GIA,3.7,3.79,I,VS2,NON,42
GIA,3.7,3.79,I,SI1,NON,40
GIA,3.7,3.79,I,SI2,NON,40
GIA,3.7,3.79,J,IF,NON,44
GIA,3.7,3.79,J,VVS1,NON,43
GIA,3.7,3.79,J,VVS2,NON,43
GIA,3.7,3.79,J,VS1,NON,42
GIA,3.7,3.79,J,VS2,NON,42
GIA,3.7,3.79,J,SI1,NON,40
GIA,3.7,3.79,J,SI2,NON,40
GIA,3.8,3.89,D,IF,NON,44
GIA,3.8,3.89,D,VVS1,NON,44
GIA,3.8,3.89,D,VVS2,NON,44
GIA,3.8,3.89,D,VS1,NON,41
GIA,3.8,3.89,D,VS2,NON,41
GIA,3.8,3.89,D,SI1,NON,38
GIA,3.8,3.89,D,SI2,NON,38
GIA,3.8,3.89,E,IF,NON,44
GIA,3.8,3.89,E,VVS1,NON,44
GIA,3.8,3.89,E,VVS2,NON,44
GIA,3.8,3.89,E,VS1,NON,41
GIA,3.8,3.89,E,VS2,NON,41
GIA,3.8,3.89,E,SI1,NON,38
GIA,3.8,3.89,E,SI2,NON,38
GIA,3.8,3.89,F,IF,NON,44
GIA,3.8,3.89,F,VVS1,NON,44
GIA,3.8,3.89,F,VVS2,NON,44
GIA,3.8,3.89,F,VS1,NON,41
GIA,3.8,3.89,F,VS2,NON,41
GIA,3.8,3.89,F,SI1,NON,38
GIA,3.8,3.89,F,SI2,NON,38
GIA,3.8,3.89,G,IF,NON,42
GIA,3.8,3.89,G,VVS1,NON,41
GIA,3.8,3.89,G,VVS2,NON,41
GIA,3.8,3.89,G,VS1,NON,40
GIA,3.8,3.89,G,VS2,NON,40
GIA,3.8,3.89,G,SI1,NON,38
GIA,3.8,3.89,G,SI2,NON,38
GIA,3.8,3.89,H,IF,NON,42
GIA,3.8,3.89,H,VVS1,NON,41
GIA,3.8,3.89,H,VVS2,NON,41
GIA,3.8,3.89,H,VS1,NON,40
GIA,3.8,3.89,H,VS2,NON,40
GIA,3.8,3.89,H,SI1,NON,38
GIA,3.8,3.89,H,SI2,NON,38
GIA,3.8,3.89,I,IF,NON,42
GIA,3.8,3.89,I,VVS1,NON,41
GIA,3.8,3.89,I,VVS2,NON,41
